Design,RecipeID,ANDgates,NOTgates,lpLen,area,delay
usb_phy,1309,425,468,10,313.35,252.47
usb_phy,1310,431,494,10,329.31,255.6
usb_phy,1311,424,471,9,321.59,250.99
usb_phy,1312,425,474,10,314.94,253.3
usb_phy,1313,431,475,10,317.87,227.67
usb_phy,1314,438,490,10,338.88,280.23
usb_phy,1315,422,469,10,317.07,294.93
usb_phy,1316,423,460,10,314.41,268.65
usb_phy,1317,432,486,9,325.05,267.28
usb_phy,1318,423,461,10,313.88,279.29
usb_phy,1319,423,465,10,314.94,265.99
usb_phy,1320,424,470,10,324.52,321.67
usb_phy,1321,424,473,10,312.55,242.87
usb_phy,1322,432,492,10,330.9,276.08
usb_phy,1323,421,457,9,321.33,244.43
usb_phy,1324,426,480,10,323.99,332.04
usb_phy,1325,425,477,10,326.65,304.05
usb_phy,1326,426,483,10,331.44,286.44
usb_phy,1327,426,474,10,324.79,286.23
usb_phy,1328,426,461,10,320.0,257.61
usb_phy,1329,424,465,10,317.6,280.77
usb_phy,1330,429,479,10,330.64,333.89
usb_phy,1331,424,466,10,319.2,252.64
usb_phy,1332,430,486,10,325.85,322.1
usb_phy,1333,426,464,10,318.14,281.44
usb_phy,1334,425,458,10,318.93,311.72
usb_phy,1335,426,476,10,325.85,312.21
usb_phy,1336,425,481,9,330.37,305.52
usb_phy,1337,424,471,10,320.53,248.28
usb_phy,1338,426,463,10,317.6,287.06
usb_phy,1339,432,478,10,322.66,232.84
usb_phy,1340,424,465,10,314.68,232.71
usb_phy,1341,426,473,10,313.88,291.94
usb_phy,1342,425,467,10,317.87,250.69
usb_phy,1343,426,467,10,318.14,256.24
usb_phy,1344,425,467,10,316.27,284.15
usb_phy,1345,426,473,10,313.35,232.29
usb_phy,1346,422,463,10,321.33,292.66
usb_phy,1347,432,486,10,319.73,268.05
usb_phy,1348,432,480,10,321.33,280.92
usb_phy,1349,427,468,10,321.33,327.45
usb_phy,1350,425,474,10,327.45,287.22
usb_phy,1351,433,478,10,319.47,276.83
usb_phy,1352,431,474,9,330.11,208.32
usb_phy,1353,427,473,10,313.88,248.65
usb_phy,1354,425,474,10,326.91,297.91
usb_phy,1355,421,458,9,316.81,272.05
usb_phy,1356,430,492,9,330.11,255.45
usb_phy,1357,425,473,10,310.42,298.9
usb_phy,1358,427,472,10,319.73,282.72
usb_phy,1359,427,466,10,317.07,269.14
usb_phy,1360,438,479,10,331.44,231.2
usb_phy,1361,426,484,9,330.11,255.6
usb_phy,1362,423,465,10,316.81,280.18
usb_phy,1363,432,473,10,318.4,269.98
usb_phy,1364,433,474,10,325.58,303.44
usb_phy,1365,425,482,9,329.31,257.9
usb_phy,1366,430,479,10,327.98,288.04
usb_phy,1367,426,475,10,328.51,279.15
usb_phy,1368,420,474,10,327.71,250.76
usb_phy,1369,423,465,10,315.74,234.44
usb_phy,1370,431,484,9,338.09,243.06
usb_phy,1371,423,475,9,316.54,236.06
usb_phy,1372,427,467,10,320.8,287.63
usb_phy,1373,423,463,10,317.6,256.47
usb_phy,1374,422,470,10,326.12,243.01
usb_phy,1375,424,476,9,330.11,252.79
usb_phy,1376,426,475,10,315.74,259.95
usb_phy,1377,430,472,10,315.74,236.85
usb_phy,1378,432,475,10,320.26,261.59
usb_phy,1379,428,484,10,335.16,279.55
usb_phy,1380,423,462,10,314.15,234.15
usb_phy,1381,427,471,10,318.93,321.9
usb_phy,1382,437,464,10,320.8,264.72
usb_phy,1383,422,458,10,314.68,281.46
usb_phy,1384,432,474,10,317.6,240.45
usb_phy,1385,429,472,10,328.51,284.21
usb_phy,1386,426,461,10,315.74,258.28
usb_phy,1387,426,466,10,312.02,319.6
usb_phy,1388,427,479,10,327.98,272.97
usb_phy,1389,440,477,10,333.56,274.4
usb_phy,1390,423,462,10,317.6,231.93
usb_phy,1391,423,459,10,314.41,232.29
usb_phy,1392,424,472,10,329.31,262.23
usb_phy,1393,425,468,10,328.24,337.36
usb_phy,1394,427,477,10,327.71,254.23
usb_phy,1395,425,470,10,324.52,263.32
usb_phy,1396,426,462,10,320.26,306.53
usb_phy,1397,425,468,10,327.18,352.18
usb_phy,1398,425,475,10,325.32,293.42
usb_phy,1399,429,470,10,315.21,242.51
usb_phy,1400,431,474,10,318.4,232.62
usb_phy,1401,424,475,10,325.85,346.01
usb_phy,1402,427,490,10,332.23,304.86
usb_phy,1403,427,474,10,315.74,281.89
usb_phy,1404,419,468,10,322.13,358.25
usb_phy,1405,427,476,10,322.92,321.06
usb_phy,1406,427,476,10,328.78,297.55
usb_phy,1407,423,464,10,316.27,276.09
usb_phy,1408,423,479,10,329.57,254.23
usb_phy,1409,428,481,10,326.12,254.23
usb_phy,1410,437,485,10,325.32,223.41
usb_phy,1411,428,470,10,318.93,252.26
usb_phy,1412,429,475,10,319.73,264.76
usb_phy,1413,424,470,10,324.52,304.39
usb_phy,1414,425,473,10,311.75,223.53
usb_phy,1415,433,481,10,320.8,247.64
usb_phy,1416,427,482,10,326.12,257.55
usb_phy,1417,427,475,10,313.35,247.33
usb_phy,1418,425,462,10,321.59,260.34
usb_phy,1419,426,473,10,321.06,218.98
usb_phy,1420,423,476,10,320.26,286.15
usb_phy,1421,428,480,10,327.45,280.67
usb_phy,1422,427,477,10,330.37,345.61
usb_phy,1423,427,482,10,332.23,298.94
usb_phy,1424,429,476,10,319.47,280.66
usb_phy,1425,428,486,10,330.9,259.19
usb_phy,1426,431,482,9,331.97,263.05
usb_phy,1427,423,461,10,314.94,264.02
usb_phy,1428,424,471,10,327.18,256.99
usb_phy,1429,428,475,10,320.26,240.39
usb_phy,1430,426,481,10,325.32,296.58
usb_phy,1431,423,462,9,331.44,291.96
usb_phy,1432,427,468,10,321.33,252.06
usb_phy,1433,426,469,10,320.26,339.41
usb_phy,1434,426,475,10,325.85,304.47
usb_phy,1435,428,482,10,330.11,293.63
usb_phy,1436,426,474,10,319.2,274.68
usb_phy,1437,424,473,9,325.58,244.28
usb_phy,1438,433,487,10,321.86,224.76
usb_phy,1439,426,465,10,316.81,310.88
usb_phy,1440,429,478,10,326.12,290.22
usb_phy,1441,424,473,10,308.56,274.29
usb_phy,1442,429,480,10,313.08,249.22
usb_phy,1443,433,478,10,325.58,220.95
usb_phy,1444,428,471,10,312.82,315.05
usb_phy,1445,425,469,10,312.82,288.7
usb_phy,1446,426,469,10,322.66,230.36
usb_phy,1447,432,489,10,329.31,243.06
usb_phy,1448,427,483,10,326.65,258.33
usb_phy,1449,427,465,10,318.4,291.95
usb_phy,1450,427,476,10,318.67,249.33
usb_phy,1451,425,484,9,325.32,261.42
usb_phy,1452,424,477,9,330.37,269.56
usb_phy,1453,435,498,10,335.43,256.63
usb_phy,1454,431,482,10,318.67,248.17
usb_phy,1455,423,472,10,318.14,256.24
usb_phy,1456,428,471,10,319.2,259.83
usb_phy,1457,425,477,10,314.68,248.62
usb_phy,1458,426,467,10,317.34,305.29
usb_phy,1459,433,486,10,318.67,256.01
usb_phy,1460,424,470,10,326.91,305.44
usb_phy,1461,425,464,10,315.74,247.3
usb_phy,1462,425,477,10,313.61,231.63
usb_phy,1463,424,475,9,330.9,249.05
usb_phy,1464,428,483,10,331.17,288.46
usb_phy,1465,424,473,10,309.89,233.44
usb_phy,1466,426,470,10,314.68,284.31
usb_phy,1467,424,466,10,316.81,225.6
usb_phy,1468,426,467,10,314.68,274.82
usb_phy,1469,433,485,10,323.99,242.23
usb_phy,1470,424,469,10,321.06,304.96
usb_phy,1471,430,471,9,326.91,245.95
usb_phy,1472,426,479,10,328.51,321.43
usb_phy,1473,423,463,10,318.14,251.2
usb_phy,1474,426,469,10,320.0,224.24
usb_phy,1475,421,467,10,321.33,309.92
usb_phy,1476,422,475,10,313.61,339.84
usb_phy,1477,426,471,10,317.87,255.16
usb_phy,1478,427,469,9,320.26,225.81
usb_phy,1479,428,496,9,332.23,255.6
usb_phy,1480,423,471,10,330.9,253.8
usb_phy,1481,432,480,10,316.27,277.96
usb_phy,1482,425,472,10,312.28,254.22
usb_phy,1483,428,473,9,331.17,246.06
usb_phy,1484,427,481,10,328.24,260.61
usb_phy,1485,428,483,10,331.17,268.2
usb_phy,1486,433,480,10,329.57,273.32
usb_phy,1487,423,456,10,317.6,293.41
usb_phy,1488,424,463,10,316.54,277.79
usb_phy,1489,425,462,10,314.68,318.66
usb_phy,1490,423,465,10,315.74,269.71
usb_phy,1491,430,476,10,320.26,230.45
usb_phy,1492,425,467,10,319.2,240.82
usb_phy,1493,427,484,10,330.37,286.21
usb_phy,1494,425,475,10,327.18,254.23
usb_phy,1495,436,485,10,324.52,264.41
usb_phy,1496,433,486,10,318.14,262.88
usb_phy,1497,427,477,10,326.38,284.36
usb_phy,1498,433,494,9,333.56,236.48
usb_phy,1499,424,471,10,313.35,320.16
jpeg,0,104091,136095,40,89343.81,16791.11
jpeg,1,104027,137938,40,87885.87,15586.21
jpeg,2,103210,137733,40,88289.92,15657.5
jpeg,3,103680,137453,40,89045.89,14876.97
jpeg,4,104298,137738,40,87615.34,17955.91
jpeg,5,103800,136803,40,89149.9,16900.47
jpeg,6,104372,137054,40,88836.82,16829.76
jpeg,7,102881,134919,40,88730.15,18728.59
jpeg,8,103569,136200,40,89880.07,17439.11
jpeg,9,102746,135580,40,89123.56,15229.27
jpeg,10,103483,137830,40,88966.09,15788.06
jpeg,11,103192,137270,40,88073.66,18350.61
jpeg,12,104017,136586,40,89400.73,16134.67
jpeg,13,103024,137106,40,89566.45,15655.09
jpeg,14,103651,137047,40,89159.21,16901.59
jpeg,15,103479,137896,40,88996.95,17144.42
jpeg,16,103007,136196,40,88479.84,15269.52
jpeg,17,103333,138295,40,89371.74,14859.34
jpeg,18,104424,140004,40,88553.26,15747.92
jpeg,19,103743,137920,40,86808.57,15660.84
jpeg,20,103737,138178,40,89297.0,16551.12
jpeg,21,103879,138969,40,87537.67,15677.62
jpeg,22,104605,138540,40,87627.84,14078.3
jpeg,23,102790,134968,40,90057.76,19102.02
jpeg,24,103964,137220,40,89440.37,17561.36
jpeg,25,105096,138090,40,89010.78,17432.5
jpeg,26,103328,138576,40,88964.23,17445.7
jpeg,27,103183,135737,40,90789.26,17791.16
jpeg,28,103296,137852,40,88375.84,19705.28
jpeg,29,103145,135299,40,89639.34,17760.74
jpeg,30,105007,138591,40,90372.7,17094.78
jpeg,31,103129,136018,40,88672.7,16688.24
jpeg,32,103795,136282,40,89021.69,17069.56
jpeg,33,104134,138531,40,87506.02,17079.9
jpeg,34,103519,138307,40,88226.61,15677.6
jpeg,35,102849,136983,40,88414.41,16640.75
jpeg,36,104351,138254,40,88567.09,14844.0
jpeg,37,103776,136997,40,88845.33,16872.17
jpeg,38,103443,137289,40,89594.38,17004.21
jpeg,39,103808,137967,40,88071.27,15664.13
jpeg,40,104293,137434,40,88694.24,14434.63
jpeg,41,102885,136136,40,88740.79,17473.8
jpeg,42,103669,137844,40,88367.59,17176.79
jpeg,43,103901,139651,40,87969.92,15697.6
jpeg,44,103453,137622,40,89033.12,16981.57
jpeg,45,104275,138845,40,89031.53,18539.51
jpeg,46,103454,137979,40,89208.16,17417.43
jpeg,47,103438,136220,40,89991.26,19744.4
jpeg,48,105617,141471,40,90408.88,17054.35
jpeg,49,103294,136655,40,88809.42,17387.26
jpeg,50,104906,139899,40,89407.92,17394.09
jpeg,51,103010,137196,40,88607.52,16605.51
jpeg,52,103340,136013,40,88488.62,16515.67
jpeg,53,102879,137858,40,88426.91,17010.77
jpeg,54,103234,137482,40,88223.95,17569.44
jpeg,55,103951,136299,40,88998.81,16342.4
jpeg,56,103493,136363,40,89740.69,17408.43
jpeg,57,104244,138872,40,88121.27,15259.06
jpeg,58,104245,138755,40,87727.86,14828.93
jpeg,59,103068,137534,40,90312.85,17378.17
jpeg,60,103798,138279,40,89607.42,17426.3
jpeg,61,102760,137012,40,89234.75,17399.76
jpeg,62,103383,138301,40,88255.34,17938.21
jpeg,63,103980,137314,40,90937.42,16492.98
jpeg,64,102881,134803,40,89217.46,16940.21
jpeg,65,103817,138014,40,88275.02,17822.47
jpeg,66,105119,140994,40,89903.74,17455.02
jpeg,67,103423,135868,40,89909.06,17822.94
jpeg,68,103350,136864,40,90082.76,17484.36
jpeg,69,102902,135227,40,89799.2,19220.95
jpeg,70,102935,137633,40,87848.09,17463.21
jpeg,71,103845,138109,40,89037.12,16562.59
jpeg,72,103896,137908,40,88586.77,16720.78
jpeg,73,104273,138592,40,88444.73,17925.62
jpeg,74,103407,135778,40,89424.68,16865.94
jpeg,75,102994,135019,40,89195.12,16052.32
jpeg,76,103967,137439,40,87936.14,17575.2
jpeg,77,103831,137119,40,89707.44,15670.44
jpeg,78,103516,136172,40,88951.2,15235.64
jpeg,79,103062,136101,40,88566.56,16079.96
jpeg,80,102826,135862,40,88851.45,15259.85
jpeg,81,104281,138541,40,90204.32,16112.46
jpeg,82,103780,136702,40,88367.33,15808.27
jpeg,83,103018,135240,40,88930.18,16314.73
jpeg,84,103552,135433,40,87438.72,17815.48
jpeg,85,103032,137003,40,89228.1,17074.81
jpeg,86,103395,137592,40,88898.27,19225.89
jpeg,87,104226,138223,40,88645.03,16134.5
jpeg,88,103467,137802,40,89796.81,17168.17
jpeg,89,103313,136357,40,89397.02,15241.37
jpeg,90,102679,135480,40,89723.66,15237.21
jpeg,91,103489,138456,40,88373.18,14870.98
jpeg,92,103822,138028,40,88005.03,14453.63
jpeg,93,103974,137673,40,88066.22,17382.01
jpeg,94,103733,138137,40,89288.22,17376.42
jpeg,95,103782,135918,40,90252.2,17360.64
jpeg,96,103070,135779,40,88816.34,19262.82
jpeg,97,103264,136240,40,88524.27,16758.78
jpeg,98,104204,139395,40,87404.94,15559.57
jpeg,99,103353,137465,40,88911.56,17396.99
jpeg,100,103028,136846,40,88555.39,15226.24
jpeg,101,104958,140395,40,90275.88,17700.88
jpeg,102,103454,138279,40,90730.73,17825.82
jpeg,103,103824,138859,40,89088.72,15682.07
jpeg,104,103782,136223,40,90007.48,17433.42
jpeg,105,103656,134868,40,88646.36,17499.5
jpeg,106,103632,137321,40,90089.95,15259.32
jpeg,107,104070,135724,40,88882.84,18924.67
jpeg,108,104173,137666,40,87806.6,17463.79
jpeg,109,103956,136104,40,88753.83,17945.3
jpeg,110,103246,137186,40,88491.55,16578.54
jpeg,111,103606,137755,40,88645.83,15957.08
jpeg,112,103918,137130,40,88500.86,17365.05
jpeg,113,103770,137190,40,89223.31,17039.7
jpeg,114,103512,137444,40,88202.94,15247.01
jpeg,115,104369,138559,40,88503.25,15696.6
jpeg,116,103226,136158,40,88680.94,16822.61
jpeg,117,103134,135929,40,89024.08,15225.12
jpeg,118,103448,137759,40,87563.48,15670.99
jpeg,119,103704,136915,40,89861.72,14451.2
jpeg,120,103671,137710,40,89894.16,18264.93
jpeg,121,104346,138811,40,89078.08,17837.58
jpeg,122,103749,138853,40,89495.7,15675.69
jpeg,123,102919,135161,40,88439.68,17505.24
jpeg,124,103781,136512,40,90360.47,16651.13
jpeg,125,103805,136559,40,89542.52,17374.83
jpeg,126,103746,139032,40,87253.85,15253.38
jpeg,127,102844,135047,40,89081.27,17312.65
jpeg,128,102617,136306,40,88455.64,15226.77
jpeg,129,103174,136344,40,89479.48,14943.08
jpeg,130,103255,137440,40,89446.76,17050.01
jpeg,131,103856,138308,40,88872.73,17502.18
jpeg,132,103912,138677,40,88065.15,15258.33
jpeg,133,103513,136520,40,88753.3,16754.67
jpeg,134,104270,136862,40,88930.72,18816.23
jpeg,135,103087,135911,40,89337.16,15232.03
jpeg,136,103960,137219,40,89417.49,15666.1
jpeg,137,104048,136503,40,89439.04,15716.53
jpeg,138,103386,136953,40,89638.27,15645.27
jpeg,139,104267,139296,40,87971.78,15687.27
jpeg,140,105124,137142,40,89503.95,16579.94
jpeg,141,103549,139080,40,89427.6,16540.55
jpeg,142,103676,137048,40,88215.17,15183.06
jpeg,143,104087,137940,40,88402.7,15669.05
jpeg,144,105070,140274,40,90306.2,17677.24
jpeg,145,103398,137973,40,89219.33,16916.98
jpeg,146,103530,136007,40,89440.91,16839.19
jpeg,147,103044,134876,40,89013.71,17113.78
jpeg,148,103400,138307,40,90247.68,17022.7
jpeg,149,102951,135760,40,89979.29,17352.56
jpeg,150,103843,138164,40,88757.02,17523.65
jpeg,151,103254,137445,40,89590.93,15659.14
jpeg,152,103239,136871,40,87652.85,17423.2
jpeg,153,103620,136911,40,87929.49,15655.54
jpeg,154,103015,135371,40,88589.44,15224.39
jpeg,155,103220,135759,40,89546.24,19006.38
jpeg,156,105032,138086,40,90091.01,17170.24
jpeg,157,103435,137404,40,89298.59,18879.96
jpeg,158,103810,138716,40,88646.09,15857.74
jpeg,159,103069,137825,40,88847.73,15239.18
jpeg,160,103469,137517,40,89649.18,17869.01
jpeg,161,103409,138318,40,88528.52,17084.46
jpeg,162,104574,139192,40,88013.28,17601.01
jpeg,163,104501,136585,40,88685.2,17109.44
jpeg,164,103966,135933,40,88764.47,17485.71
jpeg,165,102756,134912,40,89249.38,16632.5
jpeg,166,103252,137425,40,89062.91,15231.44
jpeg,167,102679,136385,40,88958.11,18539.52
jpeg,168,103648,136161,40,89105.74,15283.37
jpeg,169,102837,136983,40,88301.09,15655.85
jpeg,170,103756,137928,40,87770.42,17052.79
jpeg,171,104027,137960,40,88349.24,15282.27
jpeg,172,104876,137434,40,90226.4,17794.16
jpeg,173,102892,137293,40,89009.45,17725.98
jpeg,174,105108,138231,40,88380.36,17462.47
jpeg,175,103523,135688,40,90387.33,18223.21
jpeg,176,103098,137520,40,89329.18,17448.99
jpeg,177,103831,137169,40,88340.73,14863.9
jpeg,178,104247,139564,40,88136.44,15736.61
jpeg,179,103889,136485,40,89897.89,16876.97
jpeg,180,103365,137277,40,89289.55,15219.33
jpeg,181,104267,138627,40,88567.09,17404.56
jpeg,182,103143,135262,40,89052.01,17756.24
jpeg,183,102694,136293,40,88414.67,17386.21
jpeg,184,103279,135738,40,89453.94,17452.99
jpeg,185,103114,136433,40,87879.48,16897.17
jpeg,186,104404,139363,40,87326.73,13632.54
jpeg,187,103167,135505,40,88858.63,17816.15
jpeg,188,103178,135564,40,89728.45,19380.05
jpeg,189,104243,138367,40,88423.98,17446.53
jpeg,190,103445,138697,40,89294.34,15623.17
jpeg,191,102728,135687,40,89091.65,15361.82
jpeg,192,102977,136936,40,88045.47,15639.6
jpeg,193,103269,135334,40,89448.09,17019.39
jpeg,194,103542,135939,40,88629.6,16836.87
jpeg,195,103047,137834,40,88772.45,15660.84
jpeg,196,103699,136762,40,88979.39,17887.93
jpeg,197,102305,136770,40,88649.82,17043.76
jpeg,198,103190,136548,40,89183.15,15663.54
jpeg,199,102982,136802,40,89100.42,17387.26
jpeg,200,103925,138298,40,89337.16,16918.41
jpeg,201,103498,136274,40,89715.15,16112.35
jpeg,202,102977,137162,40,90382.01,15228.47
jpeg,203,102891,135162,40,87884.27,17017.09
jpeg,204,103708,138175,40,90282.26,14855.41
jpeg,205,103359,137451,40,88325.56,17560.3
jpeg,206,103614,136342,40,89356.31,16530.76
jpeg,207,103438,136492,40,89489.58,14828.23
jpeg,208,105107,140368,40,90457.02,17954.81
jpeg,209,104105,138326,40,88539.7,15246.95
jpeg,210,104809,137413,40,89856.13,17535.88
jpeg,211,103433,138356,40,88127.93,15277.33
jpeg,212,103580,135713,40,89795.22,17955.23
jpeg,213,103719,138426,40,89263.75,17794.67
jpeg,214,103122,135763,40,89242.47,16130.27
jpeg,215,103981,138491,40,89805.85,15670.18
jpeg,216,103530,136621,40,89418.83,18445.87
jpeg,217,104103,138277,40,90054.56,17387.0
jpeg,218,103804,135757,40,89947.63,18270.01
jpeg,219,103127,136416,40,89964.92,15651.44
jpeg,220,103284,135759,40,89593.85,17420.55
jpeg,221,103255,137243,40,89457.13,17178.1
jpeg,222,104047,137332,40,88304.02,15267.08
jpeg,223,103783,137911,40,88416.8,15644.27
jpeg,224,103389,135528,40,88463.88,17524.18
jpeg,225,104205,137972,40,88508.04,15256.88
jpeg,226,103507,138091,40,88853.31,16918.36
jpeg,227,103503,136540,40,88892.68,15660.15
jpeg,228,103283,135832,40,88802.23,16354.04
jpeg,229,103437,137990,40,89356.58,18901.2
jpeg,230,103728,138032,40,89811.17,17459.96
jpeg,231,103343,138470,40,88579.86,16770.11
jpeg,232,104081,136901,40,90281.2,17416.19
jpeg,233,102924,137516,40,88592.63,19257.98
jpeg,234,103834,137710,40,88355.62,15701.79
jpeg,235,103997,138015,40,89541.72,17017.54
jpeg,236,103561,138329,40,88749.04,16716.16
jpeg,237,102700,135540,40,88938.7,17033.47
jpeg,238,103934,139110,40,89247.52,17846.77
jpeg,239,103653,137831,40,88946.67,17114.0
jpeg,240,102957,136648,40,88130.85,15721.53
jpeg,241,103206,135974,40,88889.75,14819.84
jpeg,242,104385,137296,40,89480.8,15822.4
jpeg,243,103329,137536,40,89474.42,16905.41
jpeg,244,103154,136051,40,89460.32,16554.18
jpeg,245,103620,137958,40,88184.59,15259.06
jpeg,246,104872,140090,40,89975.03,17415.12
jpeg,247,104397,137731,40,88006.37,17939.4
jpeg,248,103086,135179,40,89624.45,17733.26
jpeg,249,105851,139121,40,90571.14,17138.4
jpeg,250,102944,136790,40,90167.62,17778.88
jpeg,251,103430,138531,40,88794.26,15929.92
jpeg,252,102813,136754,40,87942.79,17506.01
jpeg,253,103598,136741,40,88716.59,16277.1
jpeg,254,103130,135923,40,88343.12,15219.6
jpeg,255,103115,134943,40,88566.3,16657.68
jpeg,256,102962,137046,40,88739.46,14422.27
jpeg,257,103048,137072,40,88402.7,17479.52
jpeg,258,102967,137175,40,88154.26,17113.31
jpeg,259,104118,137307,40,88441.01,15651.97
jpeg,260,103657,136341,40,90275.08,16798.84
jpeg,261,103143,137032,40,89467.5,15647.23
jpeg,262,103413,137528,40,88285.66,15224.33
jpeg,263,103581,136224,40,89128.35,19304.49
jpeg,264,103696,137121,40,88346.31,15237.87
jpeg,265,103486,138866,40,88256.14,16474.86
jpeg,266,103045,136424,40,88437.02,15256.56
jpeg,267,103926,138039,40,89460.59,15238.34
jpeg,268,105504,140533,40,90624.6,17776.57
jpeg,269,103047,137405,40,89148.57,18689.31
jpeg,270,103289,137856,40,88819.26,17249.63
jpeg,271,103356,136403,40,89428.13,14829.19
jpeg,272,103425,137432,40,88688.92,16127.76
jpeg,273,103594,135887,40,88969.02,17333.95
jpeg,274,103217,135462,40,88004.23,17101.48
jpeg,275,103731,136381,40,89344.34,18421.67
jpeg,276,102668,136201,40,88080.58,17368.08
jpeg,277,103776,138628,40,89261.62,17109.93
jpeg,278,104028,138961,40,88991.36,16581.41
jpeg,279,103855,138007,40,88615.24,14855.94
jpeg,280,103291,137678,40,90256.99,17733.57
jpeg,281,104076,139431,40,88401.64,16600.58
jpeg,282,103816,136622,40,88589.97,16669.18
jpeg,283,103189,136304,40,88895.6,16943.07
jpeg,284,103062,135881,40,90810.54,15628.29
jpeg,285,103143,138089,40,89327.85,15238.14
jpeg,286,102769,136382,40,88463.35,15626.5
jpeg,287,103823,138292,40,87868.84,15667.75
jpeg,288,103222,135962,40,89624.45,15905.1
jpeg,289,102962,135796,40,90522.99,14833.65
jpeg,290,103767,137923,40,90565.55,16124.36
jpeg,291,103258,137356,40,89559.54,15247.69
jpeg,292,102844,134964,40,88092.81,17456.29
jpeg,293,103184,137294,40,87983.23,16567.35
jpeg,294,103859,139188,40,87666.68,15253.38
jpeg,295,103080,135976,40,89871.02,17351.71
jpeg,296,102906,135967,40,88726.96,15642.62
jpeg,297,102746,136492,40,88340.99,15625.79
jpeg,298,103434,136668,40,89451.01,18127.38
jpeg,299,103626,136830,40,90522.46,16140.3
jpeg,300,102925,136992,40,89855.06,17291.33
jpeg,301,102990,136087,40,89839.38,15642.09
jpeg,302,103215,135231,40,90750.69,19325.67
jpeg,303,104228,136654,40,88803.84,17898.99
jpeg,304,103357,136622,40,89233.95,16906.0
jpeg,305,103923,138488,40,89167.19,16412.59
jpeg,306,103297,137360,40,88689.72,17913.2
jpeg,307,103450,135617,40,89772.07,17190.33
jpeg,308,103640,136844,40,89765.95,18518.76
jpeg,309,103491,138333,40,90399.57,17347.27
jpeg,310,103207,137348,40,88966.62,15548.4
jpeg,311,105140,138294,40,89747.34,17460.88
jpeg,312,103008,135635,40,88097.87,16696.34
jpeg,313,103650,138085,40,89328.12,15269.78
jpeg,314,103021,136569,40,88832.83,17429.39
jpeg,315,103222,134986,40,89177.83,18430.64
jpeg,316,103669,136701,40,89123.03,16545.24
jpeg,317,104156,137892,40,88766.06,16127.4
jpeg,318,103285,138220,40,89281.84,16877.97
jpeg,319,103732,137418,40,87628.91,15259.12
jpeg,320,103354,138062,40,88910.5,16727.21
jpeg,321,102970,137123,40,89078.88,15256.82
jpeg,322,104823,139947,40,88234.59,15658.26
jpeg,323,102929,137484,40,87095.31,16988.05
jpeg,324,103743,139020,40,88971.95,15270.94
jpeg,325,103319,136158,40,89279.71,16390.41
jpeg,326,103633,138578,40,89419.36,15651.86
jpeg,327,106491,142180,40,90162.56,16964.44
jpeg,328,103515,136751,40,90232.52,15258.79
jpeg,329,103778,135973,40,88976.47,14690.44
jpeg,330,104903,139793,40,90566.88,17571.08
jpeg,331,104134,139639,40,89659.55,16925.47
jpeg,332,102968,137019,40,88807.55,17193.51
jpeg,333,103207,137254,40,89876.61,15172.24
jpeg,334,102808,134907,40,88846.66,16654.94
jpeg,335,103275,136555,40,89855.06,15265.7
jpeg,336,103385,137283,40,88661.52,15647.56
jpeg,337,104220,138010,40,88894.27,15261.02
jpeg,338,105166,138354,40,89314.55,17161.64
jpeg,339,103898,137632,40,88143.89,15716.27
jpeg,340,104962,140379,40,89957.21,17014.07
jpeg,341,103330,136849,40,89484.8,17008.04
jpeg,342,104104,138486,40,89433.72,17245.44
jpeg,343,103317,136323,40,89094.04,15653.87
jpeg,344,103671,138413,40,87235.5,15252.99
jpeg,345,103612,137540,40,89358.45,17055.82
jpeg,346,103340,136892,40,88961.3,16216.15
jpeg,347,104203,138754,40,88560.18,15671.68
jpeg,348,103483,138364,40,88219.43,17004.15
jpeg,349,103489,137346,40,88808.09,14892.03
jpeg,350,104030,136136,40,88646.09,17293.93
jpeg,351,103267,135879,40,88780.96,19709.66
jpeg,352,102850,135321,40,89682.16,17356.12
jpeg,353,103013,137332,40,88633.33,16885.81
jpeg,354,102945,137206,40,89164.8,19216.15
jpeg,355,103346,136257,40,88501.12,17519.37
jpeg,356,102844,136871,40,88526.4,15219.13
jpeg,357,104684,138805,40,88143.62,15987.86
jpeg,358,102923,136897,40,89599.44,16991.96
jpeg,359,103304,137794,40,89461.12,16318.17
jpeg,360,103508,136931,40,89059.2,14436.87
jpeg,361,103211,136553,40,89082.07,15245.31
jpeg,362,103565,138293,40,89904.27,17341.7
jpeg,363,103470,138687,40,92175.91,18502.06
jpeg,364,103506,135825,40,89205.49,16912.07
jpeg,365,103098,138752,40,90019.98,17383.28
jpeg,366,102680,137551,40,88236.19,17488.36
jpeg,367,102970,135673,40,88679.88,16577.75
jpeg,368,103247,137193,40,87778.41,17086.25
jpeg,369,103069,135874,40,90129.31,16124.28
jpeg,370,103142,136711,40,88243.91,14840.56
jpeg,371,103830,136510,40,91282.69,17861.75
jpeg,372,104172,138335,40,88618.96,15252.99
jpeg,373,103232,137493,40,89606.62,17063.76
jpeg,374,103713,136423,40,88331.68,15626.05
jpeg,375,105567,138911,40,91065.9,17431.13
jpeg,376,103107,137448,40,88601.41,17523.77
jpeg,377,103457,137800,40,88389.14,15242.81
jpeg,378,103931,137737,40,88427.71,15663.34
jpeg,379,103267,135317,40,89059.73,17258.5
jpeg,380,103154,135419,40,89794.15,17119.42
jpeg,381,103334,138696,40,89550.76,15270.43
jpeg,382,103359,136641,40,89952.95,15218.2
