Design,RecipeID,Area_AND_Count
des3_area_orig.bench,426,4595
des3_area_orig.bench,427,4594
des3_area_orig.bench,428,4588
des3_area_orig.bench,429,4588
des3_area_orig.bench,430,4596
des3_area_orig.bench,431,4598
des3_area_orig.bench,432,4598
des3_area_orig.bench,433,4603
des3_area_orig.bench,434,4595
des3_area_orig.bench,435,4589
des3_area_orig.bench,436,4593
des3_area_orig.bench,437,4592
des3_area_orig.bench,438,4591
des3_area_orig.bench,439,4595
des3_area_orig.bench,440,4584
des3_area_orig.bench,441,4598
des3_area_orig.bench,442,4590
des3_area_orig.bench,443,4599
des3_area_orig.bench,444,4604
des3_area_orig.bench,445,4593
des3_area_orig.bench,446,4595
des3_area_orig.bench,447,4601
des3_area_orig.bench,448,4592
des3_area_orig.bench,449,4599
des3_area_orig.bench,450,4591
des3_area_orig.bench,451,4593
des3_area_orig.bench,452,4608
des3_area_orig.bench,453,4591
des3_area_orig.bench,454,4601
des3_area_orig.bench,455,4595
des3_area_orig.bench,456,4591
des3_area_orig.bench,457,4598
des3_area_orig.bench,458,4594
des3_area_orig.bench,459,4604
des3_area_orig.bench,460,4594
des3_area_orig.bench,461,4594
des3_area_orig.bench,462,4593
des3_area_orig.bench,463,4604
des3_area_orig.bench,464,4595
des3_area_orig.bench,465,4596
des3_area_orig.bench,466,4595
des3_area_orig.bench,467,4602
des3_area_orig.bench,468,4596
des3_area_orig.bench,469,4597
des3_area_orig.bench,470,4588
des3_area_orig.bench,471,4594
des3_area_orig.bench,472,4587
des3_area_orig.bench,473,4593
des3_area_orig.bench,474,4598
des3_area_orig.bench,475,4603
des3_area_orig.bench,476,4600
des3_area_orig.bench,477,4588
des3_area_orig.bench,478,4591
des3_area_orig.bench,479,4594
des3_area_orig.bench,480,4595
des3_area_orig.bench,481,4596
des3_area_orig.bench,482,4584
des3_area_orig.bench,483,4610
des3_area_orig.bench,484,4598
des3_area_orig.bench,485,4598
des3_area_orig.bench,486,4593
des3_area_orig.bench,487,4605
des3_area_orig.bench,488,4608
des3_area_orig.bench,489,4590
des3_area_orig.bench,490,4594
des3_area_orig.bench,491,4598
des3_area_orig.bench,492,4595
des3_area_orig.bench,493,4600
des3_area_orig.bench,494,4606
des3_area_orig.bench,495,4599
des3_area_orig.bench,496,4601
des3_area_orig.bench,497,4593
des3_area_orig.bench,498,4602
des3_area_orig.bench,499,4603
des3_area_orig.bench,500,4595
des3_area_orig.bench,501,4597
des3_area_orig.bench,502,4604
des3_area_orig.bench,503,4595
des3_area_orig.bench,504,4595
des3_area_orig.bench,505,4596
des3_area_orig.bench,506,4592
des3_area_orig.bench,507,4596
des3_area_orig.bench,508,4590
des3_area_orig.bench,509,4597
des3_area_orig.bench,510,4600
des3_area_orig.bench,511,4616
des3_area_orig.bench,512,4597
des3_area_orig.bench,513,4605
des3_area_orig.bench,514,4583
des3_area_orig.bench,515,4597
des3_area_orig.bench,516,4594
des3_area_orig.bench,517,4598
des3_area_orig.bench,518,4590
des3_area_orig.bench,519,4595
des3_area_orig.bench,520,4595
des3_area_orig.bench,521,4596
des3_area_orig.bench,522,4593
des3_area_orig.bench,523,4595
des3_area_orig.bench,524,4602
des3_area_orig.bench,525,4595
des3_area_orig.bench,526,4596
des3_area_orig.bench,527,4603
des3_area_orig.bench,528,4591
des3_area_orig.bench,529,4601
des3_area_orig.bench,530,4588
des3_area_orig.bench,531,4605
des3_area_orig.bench,532,4594
des3_area_orig.bench,533,4589
des3_area_orig.bench,534,4594
des3_area_orig.bench,535,4597
des3_area_orig.bench,536,4590
des3_area_orig.bench,537,4591
des3_area_orig.bench,538,4596
des3_area_orig.bench,539,4586
des3_area_orig.bench,540,4599
des3_area_orig.bench,541,4592
des3_area_orig.bench,542,4605
des3_area_orig.bench,543,4586
des3_area_orig.bench,544,4598
des3_area_orig.bench,545,4605
des3_area_orig.bench,546,4588
des3_area_orig.bench,547,4596
des3_area_orig.bench,548,4599
des3_area_orig.bench,549,4593
des3_area_orig.bench,550,4604
des3_area_orig.bench,551,4600
des3_area_orig.bench,552,4596
des3_area_orig.bench,553,4599
des3_area_orig.bench,554,4591
des3_area_orig.bench,555,4597
des3_area_orig.bench,556,4592
des3_area_orig.bench,557,4591
des3_area_orig.bench,558,4599
des3_area_orig.bench,559,4602
des3_area_orig.bench,560,4602
des3_area_orig.bench,561,4597
des3_area_orig.bench,562,4605
des3_area_orig.bench,563,4592
des3_area_orig.bench,564,4594
des3_area_orig.bench,565,4594
des3_area_orig.bench,566,4606
des3_area_orig.bench,567,4597
des3_area_orig.bench,568,4610
des3_area_orig.bench,569,4592
des3_area_orig.bench,570,4599
des3_area_orig.bench,571,4605
des3_area_orig.bench,572,4590
des3_area_orig.bench,573,4597
des3_area_orig.bench,574,4595
des3_area_orig.bench,575,4600
des3_area_orig.bench,576,4598
des3_area_orig.bench,577,4587
des3_area_orig.bench,578,4590
des3_area_orig.bench,579,4606
des3_area_orig.bench,580,4588
des3_area_orig.bench,581,4595
des3_area_orig.bench,582,4586
des3_area_orig.bench,583,4592
des3_area_orig.bench,584,4592
des3_area_orig.bench,585,4598
des3_area_orig.bench,586,4596
des3_area_orig.bench,587,4592
des3_area_orig.bench,588,4595
des3_area_orig.bench,589,4597
des3_area_orig.bench,590,4605
des3_area_orig.bench,591,4598
des3_area_orig.bench,592,4604
des3_area_orig.bench,593,4591
des3_area_orig.bench,594,4587
des3_area_orig.bench,595,4595
des3_area_orig.bench,596,4604
des3_area_orig.bench,597,4595
des3_area_orig.bench,598,4592
des3_area_orig.bench,599,4597
des3_area_orig.bench,600,4599
des3_area_orig.bench,601,4614
des3_area_orig.bench,602,4607
des3_area_orig.bench,603,4589
des3_area_orig.bench,604,4601
des3_area_orig.bench,605,4595
des3_area_orig.bench,606,4594
des3_area_orig.bench,607,4592
des3_area_orig.bench,608,4596
des3_area_orig.bench,609,4607
des3_area_orig.bench,610,4596
des3_area_orig.bench,611,4593
des3_area_orig.bench,612,4602
des3_area_orig.bench,613,4598
des3_area_orig.bench,614,4592
des3_area_orig.bench,615,4592
des3_area_orig.bench,616,4603
des3_area_orig.bench,617,4595
des3_area_orig.bench,618,4601
des3_area_orig.bench,619,4601
des3_area_orig.bench,620,4603
des3_area_orig.bench,621,4586
des3_area_orig.bench,622,4591
des3_area_orig.bench,623,4598
des3_area_orig.bench,624,4595
des3_area_orig.bench,625,4596
des3_area_orig.bench,626,4594
des3_area_orig.bench,627,4601
des3_area_orig.bench,628,4601
des3_area_orig.bench,629,4597
des3_area_orig.bench,630,4593
des3_area_orig.bench,631,4590
des3_area_orig.bench,632,4597
des3_area_orig.bench,633,4600
des3_area_orig.bench,634,4592
des3_area_orig.bench,635,4600
des3_area_orig.bench,636,4606
des3_area_orig.bench,637,4596
des3_area_orig.bench,638,4603
des3_area_orig.bench,639,4601
des3_area_orig.bench,640,4582
des3_area_orig.bench,641,4605
des3_area_orig.bench,642,4596
des3_area_orig.bench,643,4594
des3_area_orig.bench,644,4596
des3_area_orig.bench,645,4587
des3_area_orig.bench,646,4582
des3_area_orig.bench,647,4598
des3_area_orig.bench,648,4594
des3_area_orig.bench,649,4604
des3_area_orig.bench,650,4604
des3_area_orig.bench,651,4590
des3_area_orig.bench,652,4590
des3_area_orig.bench,653,4606
des3_area_orig.bench,654,4596
des3_area_orig.bench,655,4591
des3_area_orig.bench,656,4592
des3_area_orig.bench,657,4597
des3_area_orig.bench,658,4593
des3_area_orig.bench,659,4597
des3_area_orig.bench,660,4594
des3_area_orig.bench,661,4596
des3_area_orig.bench,662,4605
des3_area_orig.bench,663,4607
des3_area_orig.bench,664,4586
des3_area_orig.bench,665,4592
des3_area_orig.bench,666,4593
des3_area_orig.bench,667,4594
des3_area_orig.bench,668,4587
des3_area_orig.bench,669,4578
des3_area_orig.bench,670,4596
des3_area_orig.bench,671,4598
des3_area_orig.bench,672,4593
des3_area_orig.bench,673,4596
des3_area_orig.bench,674,4591
des3_area_orig.bench,675,4588
des3_area_orig.bench,676,4586
des3_area_orig.bench,677,4603
des3_area_orig.bench,678,4599
des3_area_orig.bench,679,4593
des3_area_orig.bench,680,4590
des3_area_orig.bench,681,4603
des3_area_orig.bench,682,4606
des3_area_orig.bench,683,4603
des3_area_orig.bench,684,4597
des3_area_orig.bench,685,4593
des3_area_orig.bench,686,4600
des3_area_orig.bench,687,4600
des3_area_orig.bench,688,4603
des3_area_orig.bench,689,4605
des3_area_orig.bench,690,4590
des3_area_orig.bench,691,4591
des3_area_orig.bench,692,4603
des3_area_orig.bench,693,4604
des3_area_orig.bench,694,4594
des3_area_orig.bench,695,4593
des3_area_orig.bench,696,4596
des3_area_orig.bench,697,4600
des3_area_orig.bench,698,4599
des3_area_orig.bench,699,4608
des3_area_orig.bench,700,4595
des3_area_orig.bench,701,4595
des3_area_orig.bench,702,4601
des3_area_orig.bench,703,4600
des3_area_orig.bench,704,4599
des3_area_orig.bench,705,4595
des3_area_orig.bench,706,4595
des3_area_orig.bench,707,4595
des3_area_orig.bench,708,4595
des3_area_orig.bench,709,4599
des3_area_orig.bench,710,4595
des3_area_orig.bench,711,4601
des3_area_orig.bench,712,4592
des3_area_orig.bench,713,4594
des3_area_orig.bench,714,4594
des3_area_orig.bench,715,4596
des3_area_orig.bench,716,4589
des3_area_orig.bench,717,4600
des3_area_orig.bench,718,4587
des3_area_orig.bench,719,4593
des3_area_orig.bench,720,4594
des3_area_orig.bench,721,4598
des3_area_orig.bench,722,4591
des3_area_orig.bench,723,4597
des3_area_orig.bench,724,4597
des3_area_orig.bench,725,4593
des3_area_orig.bench,726,4597
des3_area_orig.bench,727,4591
des3_area_orig.bench,728,4585
des3_area_orig.bench,729,4597
des3_area_orig.bench,730,4594
des3_area_orig.bench,731,4592
des3_area_orig.bench,732,4595
des3_area_orig.bench,733,4591
des3_area_orig.bench,734,4586
des3_area_orig.bench,735,4597
des3_area_orig.bench,736,4595
des3_area_orig.bench,737,4596
des3_area_orig.bench,738,4590
des3_area_orig.bench,739,4601
des3_area_orig.bench,740,4589
des3_area_orig.bench,741,4589
des3_area_orig.bench,742,4592
des3_area_orig.bench,743,4591
des3_area_orig.bench,744,4596
des3_area_orig.bench,745,4605
des3_area_orig.bench,746,4597
des3_area_orig.bench,747,4601
des3_area_orig.bench,748,4595
des3_area_orig.bench,749,4593
des3_area_orig.bench,750,4593
des3_area_orig.bench,751,4605
des3_area_orig.bench,752,4593
des3_area_orig.bench,753,4597
des3_area_orig.bench,754,4600
des3_area_orig.bench,755,4587
des3_area_orig.bench,756,4593
des3_area_orig.bench,757,4604
des3_area_orig.bench,758,4592
des3_area_orig.bench,759,4601
des3_area_orig.bench,760,4591
des3_area_orig.bench,761,4593
des3_area_orig.bench,762,4594
des3_area_orig.bench,763,4597
des3_area_orig.bench,764,4601
des3_area_orig.bench,765,4606
des3_area_orig.bench,766,4588
des3_area_orig.bench,767,4591
des3_area_orig.bench,768,4590
des3_area_orig.bench,769,4590
des3_area_orig.bench,770,4601
des3_area_orig.bench,771,4596
des3_area_orig.bench,772,4601
des3_area_orig.bench,773,4586
des3_area_orig.bench,774,4596
des3_area_orig.bench,775,4602
des3_area_orig.bench,776,4593
des3_area_orig.bench,777,4591
des3_area_orig.bench,778,4602
des3_area_orig.bench,779,4601
des3_area_orig.bench,780,4601
des3_area_orig.bench,781,4593
des3_area_orig.bench,782,4596
des3_area_orig.bench,783,4602
des3_area_orig.bench,784,4592
des3_area_orig.bench,785,4597
des3_area_orig.bench,786,4592
des3_area_orig.bench,787,4598
des3_area_orig.bench,788,4593
des3_area_orig.bench,789,4591
des3_area_orig.bench,790,4587
des3_area_orig.bench,791,4600
des3_area_orig.bench,792,4594
des3_area_orig.bench,793,4597
des3_area_orig.bench,794,4590
des3_area_orig.bench,795,4603
des3_area_orig.bench,796,4594
des3_area_orig.bench,797,4594
des3_area_orig.bench,798,4593
des3_area_orig.bench,799,4593
des3_area_orig.bench,800,4589
des3_area_orig.bench,801,4594
des3_area_orig.bench,802,4595
des3_area_orig.bench,803,4592
des3_area_orig.bench,804,4593
des3_area_orig.bench,805,4588
des3_area_orig.bench,806,4590
des3_area_orig.bench,807,4600
des3_area_orig.bench,808,4597
des3_area_orig.bench,809,4594
des3_area_orig.bench,810,4597
des3_area_orig.bench,811,4592
des3_area_orig.bench,812,4593
des3_area_orig.bench,813,4595
des3_area_orig.bench,814,4600
des3_area_orig.bench,815,4591
des3_area_orig.bench,816,4597
des3_area_orig.bench,817,4598
des3_area_orig.bench,818,4607
des3_area_orig.bench,819,4589
des3_area_orig.bench,820,4594
des3_area_orig.bench,821,4600
des3_area_orig.bench,822,4595
des3_area_orig.bench,823,4589
des3_area_orig.bench,824,4594
des3_area_orig.bench,825,4589
des3_area_orig.bench,826,4590
des3_area_orig.bench,827,4606
des3_area_orig.bench,828,4594
des3_area_orig.bench,829,4603
des3_area_orig.bench,830,4591
des3_area_orig.bench,831,4586
des3_area_orig.bench,832,4593
des3_area_orig.bench,833,4595
des3_area_orig.bench,834,4598
des3_area_orig.bench,835,4592
des3_area_orig.bench,836,4598
des3_area_orig.bench,837,4590
des3_area_orig.bench,838,4600
des3_area_orig.bench,839,4602
des3_area_orig.bench,840,4602
des3_area_orig.bench,841,4587
des3_area_orig.bench,842,4593
des3_area_orig.bench,843,4598
des3_area_orig.bench,844,4597
des3_area_orig.bench,845,4598
des3_area_orig.bench,846,4605
des3_area_orig.bench,847,4586
des3_area_orig.bench,848,4592
des3_area_orig.bench,849,4596
des3_area_orig.bench,850,4595
des3_area_orig.bench,851,4591
des3_area_orig.bench,852,4601
des3_area_orig.bench,853,4593
des3_area_orig.bench,854,4600
des3_area_orig.bench,855,4595
des3_area_orig.bench,856,4600
des3_area_orig.bench,857,4587
des3_area_orig.bench,858,4598
des3_area_orig.bench,859,4593
des3_area_orig.bench,860,4600
des3_area_orig.bench,861,4594
des3_area_orig.bench,862,4590
des3_area_orig.bench,863,4595
des3_area_orig.bench,864,4594
des3_area_orig.bench,865,4592
des3_area_orig.bench,866,4588
des3_area_orig.bench,867,4607
des3_area_orig.bench,868,4595
des3_area_orig.bench,869,4588
des3_area_orig.bench,870,4607
des3_area_orig.bench,871,4591
des3_area_orig.bench,872,4601
des3_area_orig.bench,873,4597
des3_area_orig.bench,874,4597
des3_area_orig.bench,875,4592
des3_area_orig.bench,876,4603
des3_area_orig.bench,877,4605
des3_area_orig.bench,878,4595
des3_area_orig.bench,879,4594
des3_area_orig.bench,880,4606
des3_area_orig.bench,881,4591
des3_area_orig.bench,882,4587
des3_area_orig.bench,883,4585
des3_area_orig.bench,884,4591
des3_area_orig.bench,885,4594
des3_area_orig.bench,886,4599
des3_area_orig.bench,887,4585
des3_area_orig.bench,888,4605
des3_area_orig.bench,889,4602
des3_area_orig.bench,890,4590
des3_area_orig.bench,891,4592
des3_area_orig.bench,892,4595
des3_area_orig.bench,893,4600
des3_area_orig.bench,894,4593
des3_area_orig.bench,895,4596
des3_area_orig.bench,896,4587
des3_area_orig.bench,897,4597
des3_area_orig.bench,898,4602
des3_area_orig.bench,899,4593
des3_area_orig.bench,900,4599
des3_area_orig.bench,901,4594
des3_area_orig.bench,902,4595
des3_area_orig.bench,903,4595
des3_area_orig.bench,904,4601
des3_area_orig.bench,905,4598
des3_area_orig.bench,906,4593
des3_area_orig.bench,907,4609
des3_area_orig.bench,908,4599
des3_area_orig.bench,909,4602
des3_area_orig.bench,910,4597
des3_area_orig.bench,911,4604
des3_area_orig.bench,912,4606
des3_area_orig.bench,913,4590
des3_area_orig.bench,914,4595
des3_area_orig.bench,915,4609
des3_area_orig.bench,916,4595
des3_area_orig.bench,917,4597
des3_area_orig.bench,918,4599
des3_area_orig.bench,919,4604
des3_area_orig.bench,920,4600
des3_area_orig.bench,921,4601
des3_area_orig.bench,922,4596
des3_area_orig.bench,923,4602
des3_area_orig.bench,924,4606
des3_area_orig.bench,925,4598
des3_area_orig.bench,926,4595
des3_area_orig.bench,927,4588
des3_area_orig.bench,928,4576
des3_area_orig.bench,929,4592
des3_area_orig.bench,930,4593
des3_area_orig.bench,931,4587
des3_area_orig.bench,932,4586
des3_area_orig.bench,933,4591
des3_area_orig.bench,934,4594
des3_area_orig.bench,935,4600
des3_area_orig.bench,936,4599
des3_area_orig.bench,937,4588
des3_area_orig.bench,938,4587
des3_area_orig.bench,939,4593
des3_area_orig.bench,940,4587
des3_area_orig.bench,941,4595
des3_area_orig.bench,942,4594
des3_area_orig.bench,943,4603
des3_area_orig.bench,944,4596
des3_area_orig.bench,945,4593
des3_area_orig.bench,946,4602
des3_area_orig.bench,947,4603
des3_area_orig.bench,948,4586
des3_area_orig.bench,949,4596
des3_area_orig.bench,950,4599
des3_area_orig.bench,951,4595
des3_area_orig.bench,952,4602
des3_area_orig.bench,953,4592
des3_area_orig.bench,954,4602
des3_area_orig.bench,955,4601
des3_area_orig.bench,956,4593
des3_area_orig.bench,957,4598
des3_area_orig.bench,958,4606
des3_area_orig.bench,959,4609
des3_area_orig.bench,960,4599
des3_area_orig.bench,961,4601
des3_area_orig.bench,962,4604
des3_area_orig.bench,963,4612
des3_area_orig.bench,964,4602
des3_area_orig.bench,965,4594
des3_area_orig.bench,966,4595
des3_area_orig.bench,967,4588
des3_area_orig.bench,968,4584
des3_area_orig.bench,969,4598
des3_area_orig.bench,970,4586
des3_area_orig.bench,971,4595
des3_area_orig.bench,972,4595
des3_area_orig.bench,973,4599
des3_area_orig.bench,974,4598
des3_area_orig.bench,975,4601
des3_area_orig.bench,976,4590
des3_area_orig.bench,977,4599
des3_area_orig.bench,978,4594
des3_area_orig.bench,979,4602
des3_area_orig.bench,980,4595
des3_area_orig.bench,981,4601
des3_area_orig.bench,982,4591
des3_area_orig.bench,983,4587
des3_area_orig.bench,984,4599
des3_area_orig.bench,985,4592
des3_area_orig.bench,986,4590
des3_area_orig.bench,987,4598
des3_area_orig.bench,988,4600
des3_area_orig.bench,989,4590
des3_area_orig.bench,990,4598
des3_area_orig.bench,991,4594
des3_area_orig.bench,992,4600
des3_area_orig.bench,993,4581
des3_area_orig.bench,994,4592
des3_area_orig.bench,995,4584
des3_area_orig.bench,996,4587
des3_area_orig.bench,997,4595
des3_area_orig.bench,998,4592
des3_area_orig.bench,999,4586
des3_area_orig.bench,1000,4601
des3_area_orig.bench,1001,4596
des3_area_orig.bench,1002,4599
des3_area_orig.bench,1003,4593
des3_area_orig.bench,1004,4595
des3_area_orig.bench,1005,4598
des3_area_orig.bench,1006,4594
des3_area_orig.bench,1007,4597
des3_area_orig.bench,1008,4593
des3_area_orig.bench,1009,4600
des3_area_orig.bench,1010,4597
des3_area_orig.bench,1011,4595
des3_area_orig.bench,1012,4598
des3_area_orig.bench,1013,4594
des3_area_orig.bench,1014,4586
des3_area_orig.bench,1015,4605
des3_area_orig.bench,1016,4595
des3_area_orig.bench,1017,4595
des3_area_orig.bench,1018,4588
des3_area_orig.bench,1019,4593
des3_area_orig.bench,1020,4598
des3_area_orig.bench,1021,4607
des3_area_orig.bench,1022,4590
des3_area_orig.bench,1023,4587
des3_area_orig.bench,1024,4607
des3_area_orig.bench,1025,4611
des3_area_orig.bench,1026,4583
des3_area_orig.bench,1027,4592
des3_area_orig.bench,1028,4585
des3_area_orig.bench,1029,4592
des3_area_orig.bench,1030,4594
des3_area_orig.bench,1031,4596
des3_area_orig.bench,1032,4601
des3_area_orig.bench,1033,4587
des3_area_orig.bench,1034,4595
des3_area_orig.bench,1035,4591
des3_area_orig.bench,1036,4597
des3_area_orig.bench,1037,4595
des3_area_orig.bench,1038,4579
des3_area_orig.bench,1039,4605
des3_area_orig.bench,1040,4583
des3_area_orig.bench,1041,4597
des3_area_orig.bench,1042,4600
des3_area_orig.bench,1043,4591
des3_area_orig.bench,1044,4593
des3_area_orig.bench,1045,4589
des3_area_orig.bench,1046,4598
des3_area_orig.bench,1047,4591
des3_area_orig.bench,1048,4606
des3_area_orig.bench,1049,4602
des3_area_orig.bench,1050,4602
des3_area_orig.bench,1051,4588
des3_area_orig.bench,1052,4616
des3_area_orig.bench,1053,4593
des3_area_orig.bench,1054,4593
des3_area_orig.bench,1055,4593
des3_area_orig.bench,1056,4591
des3_area_orig.bench,1057,4589
des3_area_orig.bench,1058,4598
des3_area_orig.bench,1059,4593
des3_area_orig.bench,1060,4589
des3_area_orig.bench,1061,4586
des3_area_orig.bench,1062,4603
des3_area_orig.bench,1063,4615
des3_area_orig.bench,1064,4598
des3_area_orig.bench,1065,4592
des3_area_orig.bench,1066,4593
des3_area_orig.bench,1067,4596
des3_area_orig.bench,1068,4601
des3_area_orig.bench,1069,4601
des3_area_orig.bench,1070,4599
des3_area_orig.bench,1071,4598
des3_area_orig.bench,1072,4590
des3_area_orig.bench,1073,4601
des3_area_orig.bench,1074,4596
des3_area_orig.bench,1075,4594
des3_area_orig.bench,1076,4597
des3_area_orig.bench,1077,4595
des3_area_orig.bench,1078,4602
des3_area_orig.bench,1079,4595
des3_area_orig.bench,1080,4600
des3_area_orig.bench,1081,4598
des3_area_orig.bench,1082,4590
des3_area_orig.bench,1083,4600
des3_area_orig.bench,1084,4590
des3_area_orig.bench,1085,4605
des3_area_orig.bench,1086,4598
des3_area_orig.bench,1087,4587
des3_area_orig.bench,1088,4591
des3_area_orig.bench,1089,4596
des3_area_orig.bench,1090,4594
des3_area_orig.bench,1091,4591
des3_area_orig.bench,1092,4616
des3_area_orig.bench,1093,4590
des3_area_orig.bench,1094,4600
des3_area_orig.bench,1095,4598
des3_area_orig.bench,1096,4592
des3_area_orig.bench,1097,4594
des3_area_orig.bench,1098,4587
des3_area_orig.bench,1099,4592
des3_area_orig.bench,1100,4605
des3_area_orig.bench,1101,4604
des3_area_orig.bench,1102,4605
des3_area_orig.bench,1103,4588
des3_area_orig.bench,1104,4601
des3_area_orig.bench,1105,4603
des3_area_orig.bench,1106,4602
des3_area_orig.bench,1107,4612
des3_area_orig.bench,1108,4589
des3_area_orig.bench,1109,4593
des3_area_orig.bench,1110,4601
des3_area_orig.bench,1111,4596
des3_area_orig.bench,1112,4597
des3_area_orig.bench,1113,4587
des3_area_orig.bench,1114,4588
des3_area_orig.bench,1115,4589
des3_area_orig.bench,1116,4595
des3_area_orig.bench,1117,4602
des3_area_orig.bench,1118,4594
des3_area_orig.bench,1119,4598
des3_area_orig.bench,1120,4592
des3_area_orig.bench,1121,4597
des3_area_orig.bench,1122,4597
des3_area_orig.bench,1123,4591
des3_area_orig.bench,1124,4597
des3_area_orig.bench,1125,4595
des3_area_orig.bench,1126,4602
des3_area_orig.bench,1127,4594
des3_area_orig.bench,1128,4600
des3_area_orig.bench,1129,4598
des3_area_orig.bench,1130,4596
des3_area_orig.bench,1131,4600
des3_area_orig.bench,1132,4601
des3_area_orig.bench,1133,4594
des3_area_orig.bench,1134,4609
des3_area_orig.bench,1135,4602
des3_area_orig.bench,1136,4603
des3_area_orig.bench,1137,4606
des3_area_orig.bench,1138,4601
des3_area_orig.bench,1139,4596
des3_area_orig.bench,1140,4594
des3_area_orig.bench,1141,4604
des3_area_orig.bench,1142,4600
des3_area_orig.bench,1143,4593
des3_area_orig.bench,1144,4604
des3_area_orig.bench,1145,4605
des3_area_orig.bench,1146,4587
des3_area_orig.bench,1147,4595
des3_area_orig.bench,1148,4600
des3_area_orig.bench,1149,4592
des3_area_orig.bench,1150,4589
des3_area_orig.bench,1151,4593
des3_area_orig.bench,1152,4605
des3_area_orig.bench,1153,4592
des3_area_orig.bench,1154,4583
des3_area_orig.bench,1155,4602
des3_area_orig.bench,1156,4597
des3_area_orig.bench,1157,4591
des3_area_orig.bench,1158,4598
des3_area_orig.bench,1159,4593
des3_area_orig.bench,1160,4596
des3_area_orig.bench,1161,4597
des3_area_orig.bench,1162,4597
des3_area_orig.bench,1163,4587
des3_area_orig.bench,1164,4591
des3_area_orig.bench,1165,4601
des3_area_orig.bench,1166,4610
des3_area_orig.bench,1167,4591
des3_area_orig.bench,1168,4594
des3_area_orig.bench,1169,4590
des3_area_orig.bench,1170,4606
des3_area_orig.bench,1171,4594
des3_area_orig.bench,1172,4606
des3_area_orig.bench,1173,4605
des3_area_orig.bench,1174,4590
des3_area_orig.bench,1175,4607
des3_area_orig.bench,1176,4598
des3_area_orig.bench,1177,4598
des3_area_orig.bench,1178,4594
des3_area_orig.bench,1179,4595
des3_area_orig.bench,1180,4596
des3_area_orig.bench,1181,4591
des3_area_orig.bench,1182,4595
des3_area_orig.bench,1183,4591
des3_area_orig.bench,1184,4594
des3_area_orig.bench,1185,4604
des3_area_orig.bench,1186,4598
des3_area_orig.bench,1187,4597
des3_area_orig.bench,1188,4599
des3_area_orig.bench,1189,4593
des3_area_orig.bench,1190,4585
des3_area_orig.bench,1191,4598
des3_area_orig.bench,1192,4602
des3_area_orig.bench,1193,4606
des3_area_orig.bench,1194,4602
des3_area_orig.bench,1195,4592
des3_area_orig.bench,1196,4590
des3_area_orig.bench,1197,4607
des3_area_orig.bench,1198,4598
des3_area_orig.bench,1199,4585
des3_area_orig.bench,1200,4595
des3_area_orig.bench,1201,4587
des3_area_orig.bench,1202,4606
des3_area_orig.bench,1203,4603
des3_area_orig.bench,1204,4598
des3_area_orig.bench,1205,4598
des3_area_orig.bench,1206,4590
des3_area_orig.bench,1207,4609
des3_area_orig.bench,1208,4599
des3_area_orig.bench,1209,4595
des3_area_orig.bench,1210,4600
des3_area_orig.bench,1211,4586
des3_area_orig.bench,1212,4591
des3_area_orig.bench,1213,4602
des3_area_orig.bench,1214,4601
des3_area_orig.bench,1215,4607
des3_area_orig.bench,1216,4595
des3_area_orig.bench,1217,4601
des3_area_orig.bench,1218,4606
des3_area_orig.bench,1219,4595
des3_area_orig.bench,1220,4594
des3_area_orig.bench,1221,4597
des3_area_orig.bench,1222,4590
des3_area_orig.bench,1223,4603
des3_area_orig.bench,1224,4597
des3_area_orig.bench,1225,4603
des3_area_orig.bench,1226,4599
des3_area_orig.bench,1227,4594
des3_area_orig.bench,1228,4593
des3_area_orig.bench,1229,4601
des3_area_orig.bench,1230,4606
des3_area_orig.bench,1231,4592
des3_area_orig.bench,1232,4596
des3_area_orig.bench,1233,4605
des3_area_orig.bench,1234,4601
des3_area_orig.bench,1235,4597
des3_area_orig.bench,1236,4591
des3_area_orig.bench,1237,4600
des3_area_orig.bench,1238,4600
des3_area_orig.bench,1239,4595
des3_area_orig.bench,1240,4596
des3_area_orig.bench,1241,4595
des3_area_orig.bench,1242,4601
des3_area_orig.bench,1243,4602
des3_area_orig.bench,1244,4606
des3_area_orig.bench,1245,4593
des3_area_orig.bench,1246,4594
des3_area_orig.bench,1247,4598
des3_area_orig.bench,1248,4594
des3_area_orig.bench,1249,4593
des3_area_orig.bench,1250,4589
des3_area_orig.bench,1251,4602
des3_area_orig.bench,1252,4592
des3_area_orig.bench,1253,4599
des3_area_orig.bench,1254,4602
des3_area_orig.bench,1255,4600
des3_area_orig.bench,1256,4595
des3_area_orig.bench,1257,4590
des3_area_orig.bench,1258,4592
des3_area_orig.bench,1259,4593
des3_area_orig.bench,1260,4602
des3_area_orig.bench,1261,4610
des3_area_orig.bench,1262,4595
des3_area_orig.bench,1263,4609
des3_area_orig.bench,1264,4592
des3_area_orig.bench,1265,4602
des3_area_orig.bench,1266,4599
des3_area_orig.bench,1267,4596
des3_area_orig.bench,1268,4597
des3_area_orig.bench,1269,4594
des3_area_orig.bench,1270,4595
des3_area_orig.bench,1271,4591
des3_area_orig.bench,1272,4599
des3_area_orig.bench,1273,4596
des3_area_orig.bench,1274,4596
des3_area_orig.bench,1275,4596
des3_area_orig.bench,1276,4576
des3_area_orig.bench,1277,4587
des3_area_orig.bench,1278,4589
des3_area_orig.bench,1279,4603
des3_area_orig.bench,1280,4592
des3_area_orig.bench,1281,4590
